,Amper1,Amper2
1937,"('เมืองกำแพงเพชร', 'กำแพงเพชร')","('ปางศิลาทอง', 'กำแพงเพชร')"
1938,"('เมืองกำแพงเพชร', 'กำแพงเพชร')","('โกสัมพีนคร', 'กำแพงเพชร')"
1939,"('เมืองกำแพงเพชร', 'กำแพงเพชร')","('วังเจ้า', 'ตาก')"
1940,"('ไทรงาม', 'กำแพงเพชร')","('เมืองกำแพงเพชร', 'กำแพงเพชร')"
1941,"('ไทรงาม', 'กำแพงเพชร')","('คลองขลุง', 'กำแพงเพชร')"
1942,"('ไทรงาม', 'กำแพงเพชร')","('พรานกระต่าย', 'กำแพงเพชร')"
1943,"('ไทรงาม', 'กำแพงเพชร')","('ลานกระบือ', 'กำแพงเพชร')"
1944,"('ไทรงาม', 'กำแพงเพชร')","('ทรายทองวัฒนา', 'กำแพงเพชร')"
1945,"('ไทรงาม', 'กำแพงเพชร')","('โพธิ์ประทับช้าง', 'พิจิตร')"
1946,"('ไทรงาม', 'กำแพงเพชร')","('บึงสามัคคี', 'กำแพงเพชร')"
1947,"('ไทรงาม', 'กำแพงเพชร')","('สามง่าม', 'พิจิตร')"
1948,"('ไทรงาม', 'กำแพงเพชร')","('วชิรบารมี', 'พิจิตร')"
1949,"('คลองลาน', 'กำแพงเพชร')","('เมืองกำแพงเพชร', 'กำแพงเพชร')"
1950,"('คลองลาน', 'กำแพงเพชร')","('ปางศิลาทอง', 'กำแพงเพชร')"
1951,"('คลองลาน', 'กำแพงเพชร')","('โกสัมพีนคร', 'กำแพงเพชร')"
1952,"('คลองลาน', 'กำแพงเพชร')","('พบพระ', 'ตาก')"
1953,"('คลองลาน', 'กำแพงเพชร')","('อุ้มผาง', 'ตาก')"
1954,"('คลองลาน', 'กำแพงเพชร')","('วังเจ้า', 'ตาก')"
1955,"('ขาณุวรลักษบุรี', 'กำแพงเพชร')","('บรรพตพิสัย', 'นครสวรรค์')"
1956,"('ขาณุวรลักษบุรี', 'กำแพงเพชร')","('ลาดยาว', 'นครสวรรค์')"
1957,"('ขาณุวรลักษบุรี', 'กำแพงเพชร')","('แม่วงก์', 'นครสวรรค์')"
1958,"('ขาณุวรลักษบุรี', 'กำแพงเพชร')","('คลองขลุง', 'กำแพงเพชร')"
1959,"('ขาณุวรลักษบุรี', 'กำแพงเพชร')","('ปางศิลาทอง', 'กำแพงเพชร')"
1960,"('ขาณุวรลักษบุรี', 'กำแพงเพชร')","('บึงสามัคคี', 'กำแพงเพชร')"
1961,"('คลองขลุง', 'กำแพงเพชร')","('เมืองกำแพงเพชร', 'กำแพงเพชร')"
1962,"('คลองขลุง', 'กำแพงเพชร')","('ไทรงาม', 'กำแพงเพชร')"
1963,"('คลองขลุง', 'กำแพงเพชร')","('ขาณุวรลักษบุรี', 'กำแพงเพชร')"
1964,"('คลองขลุง', 'กำแพงเพชร')","('ทรายทองวัฒนา', 'กำแพงเพชร')"
1965,"('คลองขลุง', 'กำแพงเพชร')","('ปางศิลาทอง', 'กำแพงเพชร')"
1966,"('คลองขลุง', 'กำแพงเพชร')","('บึงสามัคคี', 'กำแพงเพชร')"
1967,"('พรานกระต่าย', 'กำแพงเพชร')","('เมืองกำแพงเพชร', 'กำแพงเพชร')"
1968,"('พรานกระต่าย', 'กำแพงเพชร')","('ไทรงาม', 'กำแพงเพชร')"
1969,"('พรานกระต่าย', 'กำแพงเพชร')","('ลานกระบือ', 'กำแพงเพชร')"
1970,"('พรานกระต่าย', 'กำแพงเพชร')","('โกสัมพีนคร', 'กำแพงเพชร')"
1971,"('พรานกระต่าย', 'กำแพงเพชร')","('บ้านด่านลานหอย', 'สุโขทัย')"
1972,"('พรานกระต่าย', 'กำแพงเพชร')","('คีรีมาศ', 'สุโขทัย')"
1973,"('พรานกระต่าย', 'กำแพงเพชร')","('เมืองตาก', 'ตาก')"
1974,"('ลานกระบือ', 'กำแพงเพชร')","('เมืองกำแพงเพชร', 'กำแพงเพชร')"
1975,"('ลานกระบือ', 'กำแพงเพชร')","('ไทรงาม', 'กำแพงเพชร')"
1976,"('ลานกระบือ', 'กำแพงเพชร')","('พรานกระต่าย', 'กำแพงเพชร')"
1977,"('ลานกระบือ', 'กำแพงเพชร')","('บางระกำ', 'พิษณุโลก')"
1978,"('ลานกระบือ', 'กำแพงเพชร')","('วชิรบารมี', 'พิจิตร')"
1979,"('ลานกระบือ', 'กำแพงเพชร')","('คีรีมาศ', 'สุโขทัย')"
1980,"('ทรายทองวัฒนา', 'กำแพงเพชร')","('เมืองกำแพงเพชร', 'กำแพงเพชร')"
1981,"('ทรายทองวัฒนา', 'กำแพงเพชร')","('ไทรงาม', 'กำแพงเพชร')"
1982,"('ทรายทองวัฒนา', 'กำแพงเพชร')","('คลองขลุง', 'กำแพงเพชร')"
1983,"('ทรายทองวัฒนา', 'กำแพงเพชร')","('บึงสามัคคี', 'กำแพงเพชร')"
1984,"('ทรายทองวัฒนา', 'กำแพงเพชร')","('สามง่าม', 'พิจิตร')"
1985,"('ปางศิลาทอง', 'กำแพงเพชร')","('แม่วงก์', 'นครสวรรค์')"
1986,"('ปางศิลาทอง', 'กำแพงเพชร')","('เมืองกำแพงเพชร', 'กำแพงเพชร')"
1987,"('ปางศิลาทอง', 'กำแพงเพชร')","('คลองลาน', 'กำแพงเพชร')"
1988,"('ปางศิลาทอง', 'กำแพงเพชร')","('ขาณุวรลักษบุรี', 'กำแพงเพชร')"
1989,"('ปางศิลาทอง', 'กำแพงเพชร')","('คลองขลุง', 'กำแพงเพชร')"
1990,"('ปางศิลาทอง', 'กำแพงเพชร')","('อุ้มผาง', 'ตาก')"
1991,"('บึงสามัคคี', 'กำแพงเพชร')","('บรรพตพิสัย', 'นครสวรรค์')"
1992,"('บึงสามัคคี', 'กำแพงเพชร')","('ไทรงาม', 'กำแพงเพชร')"
1993,"('บึงสามัคคี', 'กำแพงเพชร')","('ขาณุวรลักษบุรี', 'กำแพงเพชร')"
1994,"('บึงสามัคคี', 'กำแพงเพชร')","('คลองขลุง', 'กำแพงเพชร')"
1995,"('บึงสามัคคี', 'กำแพงเพชร')","('ทรายทองวัฒนา', 'กำแพงเพชร')"
1996,"('บึงสามัคคี', 'กำแพงเพชร')","('โพธิ์ประทับช้าง', 'พิจิตร')"
1997,"('บึงสามัคคี', 'กำแพงเพชร')","('สามง่าม', 'พิจิตร')"
1998,"('บึงสามัคคี', 'กำแพงเพชร')","('บึงนาราง', 'พิจิตร')"
1999,"('โกสัมพีนคร', 'กำแพงเพชร')","('เมืองกำแพงเพชร', 'กำแพงเพชร')"
2000,"('โกสัมพีนคร', 'กำแพงเพชร')","('คลองลาน', 'กำแพงเพชร')"
2001,"('โกสัมพีนคร', 'กำแพงเพชร')","('พรานกระต่าย', 'กำแพงเพชร')"
2002,"('โกสัมพีนคร', 'กำแพงเพชร')","('เมืองตาก', 'ตาก')"
2003,"('โกสัมพีนคร', 'กำแพงเพชร')","('พบพระ', 'ตาก')"
2004,"('โกสัมพีนคร', 'กำแพงเพชร')","('อุ้มผาง', 'ตาก')"
2005,"('โกสัมพีนคร', 'กำแพงเพชร')","('วังเจ้า', 'ตาก')"
2006,"('เกาะยาว', 'พังงา')","('อ่าวลึก', 'กระบี่')"
2007,"('เกาะยาว', 'พังงา')","('ตะกั่วทุ่ง', 'พังงา')"
2008,"('เมืองพังงา', 'พังงา')","('อ่าวลึก', 'กระบี่')"
2009,"('เมืองพังงา', 'พังงา')","('กะปง', 'พังงา')"
2010,"('เมืองพังงา', 'พังงา')","('ตะกั่วทุ่ง', 'พังงา')"
2011,"('เมืองพังงา', 'พังงา')","('ทับปุด', 'พังงา')"
2012,"('เมืองพังงา', 'พังงา')","('ท้ายเหมือง', 'พังงา')"
2013,"('เมืองพังงา', 'พังงา')","('พนม', 'สุราษฎร์ธานี')"
2014,"('กะปง', 'พังงา')","('เมืองพังงา', 'พังงา')"
2015,"('กะปง', 'พังงา')","('ตะกั่วป่า', 'พังงา')"
2016,"('กะปง', 'พังงา')","('คุระบุรี', 'พังงา')"
2017,"('กะปง', 'พังงา')","('ท้ายเหมือง', 'พังงา')"
2018,"('กะปง', 'พังงา')","('พนม', 'สุราษฎร์ธานี')"
2019,"('ตะกั่วทุ่ง', 'พังงา')","('เกาะยาว', 'พังงา')"
2020,"('ตะกั่วทุ่ง', 'พังงา')","('เมืองพังงา', 'พังงา')"
2021,"('ตะกั่วทุ่ง', 'พังงา')","('ท้ายเหมือง', 'พังงา')"
2022,"('ตะกั่วทุ่ง', 'พังงา')","('ถลาง', 'ภูเก็ต')"
2023,"('ตะกั่วป่า', 'พังงา')","('กะปง', 'พังงา')"
2024,"('ตะกั่วป่า', 'พังงา')","('คุระบุรี', 'พังงา')"
2025,"('ตะกั่วป่า', 'พังงา')","('ท้ายเหมือง', 'พังงา')"
2026,"('ตะกั่วป่า', 'พังงา')","('พนม', 'สุราษฎร์ธานี')"
2027,"('คุระบุรี', 'พังงา')","('กะปง', 'พังงา')"
2028,"('คุระบุรี', 'พังงา')","('ตะกั่วป่า', 'พังงา')"
2029,"('คุระบุรี', 'พังงา')","('บ้านตาขุน', 'สุราษฎร์ธานี')"
2030,"('คุระบุรี', 'พังงา')","('พนม', 'สุราษฎร์ธานี')"
2031,"('คุระบุรี', 'พังงา')","('สุขสำราญ', 'ระนอง')"
2032,"('ทับปุด', 'พังงา')","('อ่าวลึก', 'กระบี่')"
2033,"('ทับปุด', 'พังงา')","('ปลายพระยา', 'กระบี่')"
2034,"('ทับปุด', 'พังงา')","('เมืองพังงา', 'พังงา')"
2035,"('ทับปุด', 'พังงา')","('พนม', 'สุราษฎร์ธานี')"
2036,"('ท้ายเหมือง', 'พังงา')","('เมืองพังงา', 'พังงา')"
2037,"('ท้ายเหมือง', 'พังงา')","('กะปง', 'พังงา')"
2038,"('ท้ายเหมือง', 'พังงา')","('ตะกั่วทุ่ง', 'พังงา')"
2039,"('ท้ายเหมือง', 'พังงา')","('ตะกั่วป่า', 'พังงา')"
2040,"('หัวหิน', 'ประจวบคีรีขันธ์')","('ท่ายาง', 'เพชรบุรี')"
2041,"('หัวหิน', 'ประจวบคีรีขันธ์')","('ชะอำ', 'เพชรบุรี')"
2042,"('หัวหิน', 'ประจวบคีรีขันธ์')","('แก่งกระจาน', 'เพชรบุรี')"
2043,"('หัวหิน', 'ประจวบคีรีขันธ์')","('ปราณบุรี', 'ประจวบคีรีขันธ์')"
2044,"('หัวหิน', 'ประจวบคีรีขันธ์')","('สามร้อยยอด', 'ประจวบคีรีขันธ์')"
2045,"('เมืองประจวบคีรีขันธ์', 'ประจวบคีรีขันธ์')","('กุยบุรี', 'ประจวบคีรีขันธ์')"
2046,"('เมืองประจวบคีรีขันธ์', 'ประจวบคีรีขันธ์')","('ทับสะแก', 'ประจวบคีรีขันธ์')"
2047,"('กุยบุรี', 'ประจวบคีรีขันธ์')","('เมืองประจวบคีรีขันธ์', 'ประจวบคีรีขันธ์')"
2048,"('กุยบุรี', 'ประจวบคีรีขันธ์')","('สามร้อยยอด', 'ประจวบคีรีขันธ์')"
2049,"('ทับสะแก', 'ประจวบคีรีขันธ์')","('เมืองประจวบคีรีขันธ์', 'ประจวบคีรีขันธ์')"
2050,"('ทับสะแก', 'ประจวบคีรีขันธ์')","('บางสะพาน', 'ประจวบคีรีขันธ์')"
2051,"('บางสะพาน', 'ประจวบคีรีขันธ์')","('ทับสะแก', 'ประจวบคีรีขันธ์')"
2052,"('บางสะพาน', 'ประจวบคีรีขันธ์')","('บางสะพานน้อย', 'ประจวบคีรีขันธ์')"
2053,"('บางสะพานน้อย', 'ประจวบคีรีขันธ์')","('ท่าแซะ', 'ชุมพร')"
2054,"('บางสะพานน้อย', 'ประจวบคีรีขันธ์')","('ปะทิว', 'ชุมพร')"
2055,"('บางสะพานน้อย', 'ประจวบคีรีขันธ์')","('บางสะพาน', 'ประจวบคีรีขันธ์')"
2056,"('ปราณบุรี', 'ประจวบคีรีขันธ์')","('หัวหิน', 'ประจวบคีรีขันธ์')"
2057,"('ปราณบุรี', 'ประจวบคีรีขันธ์')","('สามร้อยยอด', 'ประจวบคีรีขันธ์')"
2058,"('สามร้อยยอด', 'ประจวบคีรีขันธ์')","('หัวหิน', 'ประจวบคีรีขันธ์')"
2059,"('สามร้อยยอด', 'ประจวบคีรีขันธ์')","('กุยบุรี', 'ประจวบคีรีขันธ์')"
2060,"('สามร้อยยอด', 'ประจวบคีรีขันธ์')","('ปราณบุรี', 'ประจวบคีรีขันธ์')"
2061,"('เมืองระยอง', 'ระยอง')","('บางละมุง', 'ชลบุรี')"
2062,"('เมืองระยอง', 'ระยอง')","('บ้านฉาง', 'ระยอง')"
2063,"('เมืองระยอง', 'ระยอง')","('แกลง', 'ระยอง')"
2064,"('เมืองระยอง', 'ระยอง')","('วังจันทร์', 'ระยอง')"
2065,"('เมืองระยอง', 'ระยอง')","('บ้านค่าย', 'ระยอง')"
2066,"('เมืองระยอง', 'ระยอง')","('นิคมพัฒนา', 'ระยอง')"
2067,"('บ้านฉาง', 'ระยอง')","('บางละมุง', 'ชลบุรี')"
2068,"('บ้านฉาง', 'ระยอง')","('สัตหีบ', 'ชลบุรี')"
2069,"('บ้านฉาง', 'ระยอง')","('เมืองระยอง', 'ระยอง')"
2070,"('บ้านฉาง', 'ระยอง')","('นิคมพัฒนา', 'ระยอง')"
2071,"('แกลง', 'ระยอง')","('แก่งหางแมว', 'จันทบุรี')"
2072,"('แกลง', 'ระยอง')","('นายายอาม', 'จันทบุรี')"
2073,"('แกลง', 'ระยอง')","('เมืองระยอง', 'ระยอง')"
2074,"('แกลง', 'ระยอง')","('วังจันทร์', 'ระยอง')"
2075,"('แกลง', 'ระยอง')","('บ้านค่าย', 'ระยอง')"
2076,"('แกลง', 'ระยอง')","('เขาชะเมา', 'ระยอง')"
2077,"('วังจันทร์', 'ระยอง')","('หนองใหญ่', 'ชลบุรี')"
2078,"('วังจันทร์', 'ระยอง')","('บ่อทอง', 'ชลบุรี')"
2079,"('วังจันทร์', 'ระยอง')","('เมืองระยอง', 'ระยอง')"
2080,"('วังจันทร์', 'ระยอง')","('แกลง', 'ระยอง')"
2081,"('วังจันทร์', 'ระยอง')","('บ้านค่าย', 'ระยอง')"
2082,"('วังจันทร์', 'ระยอง')","('ปลวกแดง', 'ระยอง')"
2083,"('วังจันทร์', 'ระยอง')","('เขาชะเมา', 'ระยอง')"
2084,"('บ้านค่าย', 'ระยอง')","('เมืองระยอง', 'ระยอง')"
2085,"('บ้านค่าย', 'ระยอง')","('แกลง', 'ระยอง')"
2086,"('บ้านค่าย', 'ระยอง')","('วังจันทร์', 'ระยอง')"
2087,"('บ้านค่าย', 'ระยอง')","('ปลวกแดง', 'ระยอง')"
2088,"('บ้านค่าย', 'ระยอง')","('นิคมพัฒนา', 'ระยอง')"
2089,"('ปลวกแดง', 'ระยอง')","('บ้านบึง', 'ชลบุรี')"
2090,"('ปลวกแดง', 'ระยอง')","('หนองใหญ่', 'ชลบุรี')"
2091,"('ปลวกแดง', 'ระยอง')","('บางละมุง', 'ชลบุรี')"
2092,"('ปลวกแดง', 'ระยอง')","('ศรีราชา', 'ชลบุรี')"
2093,"('ปลวกแดง', 'ระยอง')","('วังจันทร์', 'ระยอง')"
2094,"('ปลวกแดง', 'ระยอง')","('บ้านค่าย', 'ระยอง')"
2095,"('ปลวกแดง', 'ระยอง')","('นิคมพัฒนา', 'ระยอง')"
2096,"('เขาชะเมา', 'ระยอง')","('แก่งหางแมว', 'จันทบุรี')"
2097,"('เขาชะเมา', 'ระยอง')","('นายายอาม', 'จันทบุรี')"
2098,"('เขาชะเมา', 'ระยอง')","('ท่าตะเกียบ', 'ฉะเชิงเทรา')"
2099,"('เขาชะเมา', 'ระยอง')","('บ่อทอง', 'ชลบุรี')"
2100,"('เขาชะเมา', 'ระยอง')","('แกลง', 'ระยอง')"
2101,"('เขาชะเมา', 'ระยอง')","('วังจันทร์', 'ระยอง')"
2102,"('นิคมพัฒนา', 'ระยอง')","('บางละมุง', 'ชลบุรี')"
2103,"('นิคมพัฒนา', 'ระยอง')","('เมืองระยอง', 'ระยอง')"
2104,"('นิคมพัฒนา', 'ระยอง')","('บ้านฉาง', 'ระยอง')"
2105,"('นิคมพัฒนา', 'ระยอง')","('บ้านค่าย', 'ระยอง')"
2106,"('นิคมพัฒนา', 'ระยอง')","('ปลวกแดง', 'ระยอง')"
2107,"('ควนขนุน', 'พัทลุง')","('ชะอวด', 'นครศรีธรรมราช')"
2108,"('ควนขนุน', 'พัทลุง')","('หัวไทร', 'นครศรีธรรมราช')"
2109,"('ควนขนุน', 'พัทลุง')","('กระแสสินธุ์', 'สงขลา')"
2110,"('ควนขนุน', 'พัทลุง')","('ระโนด', 'สงขลา')"
2111,"('ควนขนุน', 'พัทลุง')","('เมืองพัทลุง', 'พัทลุง')"
2112,"('ควนขนุน', 'พัทลุง')","('ศรีบรรพต', 'พัทลุง')"
2113,"('ควนขนุน', 'พัทลุง')","('ป่าพยอม', 'พัทลุง')"
2114,"('ควนขนุน', 'พัทลุง')","('ศรีนครินทร์', 'พัทลุง')"
2115,"('ตะโหมด', 'พัทลุง')","('ทุ่งหว้า', 'สตูล')"
2116,"('ตะโหมด', 'พัทลุง')","('ปะเหลียน', 'ตรัง')"
2117,"('ตะโหมด', 'พัทลุง')","('กงหรา', 'พัทลุง')"
2118,"('ตะโหมด', 'พัทลุง')","('เขาชัยสน', 'พัทลุง')"
2119,"('ตะโหมด', 'พัทลุง')","('ป่าบอน', 'พัทลุง')"
2120,"('ตะโหมด', 'พัทลุง')","('บางแก้ว', 'พัทลุง')"
2121,"('เมืองพัทลุง', 'พัทลุง')","('ควนขนุน', 'พัทลุง')"
2122,"('เมืองพัทลุง', 'พัทลุง')","('กระแสสินธุ์', 'สงขลา')"
2123,"('เมืองพัทลุง', 'พัทลุง')","('ระโนด', 'สงขลา')"
2124,"('เมืองพัทลุง', 'พัทลุง')","('กงหรา', 'พัทลุง')"
2125,"('เมืองพัทลุง', 'พัทลุง')","('เขาชัยสน', 'พัทลุง')"
2126,"('เมืองพัทลุง', 'พัทลุง')","('ศรีบรรพต', 'พัทลุง')"
2127,"('เมืองพัทลุง', 'พัทลุง')","('ศรีนครินทร์', 'พัทลุง')"
2128,"('กงหรา', 'พัทลุง')","('ย่านตาขาว', 'ตรัง')"
2129,"('กงหรา', 'พัทลุง')","('ปะเหลียน', 'ตรัง')"
2130,"('กงหรา', 'พัทลุง')","('ตะโหมด', 'พัทลุง')"
2131,"('กงหรา', 'พัทลุง')","('เมืองพัทลุง', 'พัทลุง')"
2132,"('กงหรา', 'พัทลุง')","('เขาชัยสน', 'พัทลุง')"
2133,"('กงหรา', 'พัทลุง')","('ศรีนครินทร์', 'พัทลุง')"
2134,"('เขาชัยสน', 'พัทลุง')","('กระแสสินธุ์', 'สงขลา')"
2135,"('เขาชัยสน', 'พัทลุง')","('ตะโหมด', 'พัทลุง')"
2136,"('เขาชัยสน', 'พัทลุง')","('เมืองพัทลุง', 'พัทลุง')"
2137,"('เขาชัยสน', 'พัทลุง')","('กงหรา', 'พัทลุง')"
2138,"('เขาชัยสน', 'พัทลุง')","('ปากพะยูน', 'พัทลุง')"
2139,"('เขาชัยสน', 'พัทลุง')","('ป่าบอน', 'พัทลุง')"
2140,"('เขาชัยสน', 'พัทลุง')","('บางแก้ว', 'พัทลุง')"
2141,"('ปากพะยูน', 'พัทลุง')","('สทิงพระ', 'สงขลา')"
2142,"('ปากพะยูน', 'พัทลุง')","('กระแสสินธุ์', 'สงขลา')"
2143,"('ปากพะยูน', 'พัทลุง')","('รัตภูมิ', 'สงขลา')"
2144,"('ปากพะยูน', 'พัทลุง')","('สิงหนคร', 'สงขลา')"
2145,"('ปากพะยูน', 'พัทลุง')","('ควนเนียง', 'สงขลา')"
2146,"('ปากพะยูน', 'พัทลุง')","('เขาชัยสน', 'พัทลุง')"
2147,"('ปากพะยูน', 'พัทลุง')","('ป่าบอน', 'พัทลุง')"
2148,"('ปากพะยูน', 'พัทลุง')","('บางแก้ว', 'พัทลุง')"
2149,"('ศรีบรรพต', 'พัทลุง')","('เมืองตรัง', 'ตรัง')"
2150,"('ศรีบรรพต', 'พัทลุง')","('ห้วยยอด', 'ตรัง')"
2151,"('ศรีบรรพต', 'พัทลุง')","('ควนขนุน', 'พัทลุง')"
2152,"('ศรีบรรพต', 'พัทลุง')","('นาโยง', 'ตรัง')"
2153,"('ศรีบรรพต', 'พัทลุง')","('เมืองพัทลุง', 'พัทลุง')"
2154,"('ศรีบรรพต', 'พัทลุง')","('ป่าพยอม', 'พัทลุง')"
2155,"('ศรีบรรพต', 'พัทลุง')","('ศรีนครินทร์', 'พัทลุง')"
2156,"('ป่าบอน', 'พัทลุง')","('ทุ่งหว้า', 'สตูล')"
2157,"('ป่าบอน', 'พัทลุง')","('มะนัง', 'สตูล')"
2158,"('ป่าบอน', 'พัทลุง')","('ปะเหลียน', 'ตรัง')"
2159,"('ป่าบอน', 'พัทลุง')","('รัตภูมิ', 'สงขลา')"
2160,"('ป่าบอน', 'พัทลุง')","('ตะโหมด', 'พัทลุง')"
2161,"('ป่าบอน', 'พัทลุง')","('ควนเนียง', 'สงขลา')"
2162,"('ป่าบอน', 'พัทลุง')","('ควนกาหลง', 'สตูล')"
2163,"('ป่าบอน', 'พัทลุง')","('เขาชัยสน', 'พัทลุง')"
2164,"('ป่าบอน', 'พัทลุง')","('ปากพะยูน', 'พัทลุง')"
2165,"('ป่าบอน', 'พัทลุง')","('บางแก้ว', 'พัทลุง')"
2166,"('บางแก้ว', 'พัทลุง')","('กระแสสินธุ์', 'สงขลา')"
2167,"('บางแก้ว', 'พัทลุง')","('ตะโหมด', 'พัทลุง')"
2168,"('บางแก้ว', 'พัทลุง')","('เขาชัยสน', 'พัทลุง')"
2169,"('บางแก้ว', 'พัทลุง')","('ปากพะยูน', 'พัทลุง')"
2170,"('บางแก้ว', 'พัทลุง')","('ป่าบอน', 'พัทลุง')"
2171,"('ป่าพยอม', 'พัทลุง')","('ชะอวด', 'นครศรีธรรมราช')"
2172,"('ป่าพยอม', 'พัทลุง')","('ทุ่งสง', 'นครศรีธรรมราช')"
2173,"('ป่าพยอม', 'พัทลุง')","('ห้วยยอด', 'ตรัง')"
2174,"('ป่าพยอม', 'พัทลุง')","('ควนขนุน', 'พัทลุง')"
2175,"('ป่าพยอม', 'พัทลุง')","('รัษฎา', 'ตรัง')"
2176,"('ป่าพยอม', 'พัทลุง')","('ศรีบรรพต', 'พัทลุง')"
2177,"('ศรีนครินทร์', 'พัทลุง')","('เมืองตรัง', 'ตรัง')"
2178,"('ศรีนครินทร์', 'พัทลุง')","('ย่านตาขาว', 'ตรัง')"
2179,"('ศรีนครินทร์', 'พัทลุง')","('ห้วยยอด', 'ตรัง')"
2180,"('ศรีนครินทร์', 'พัทลุง')","('ควนขนุน', 'พัทลุง')"
2181,"('ศรีนครินทร์', 'พัทลุง')","('นาโยง', 'ตรัง')"
2182,"('ศรีนครินทร์', 'พัทลุง')","('เมืองพัทลุง', 'พัทลุง')"
2183,"('ศรีนครินทร์', 'พัทลุง')","('กงหรา', 'พัทลุง')"
2184,"('ศรีนครินทร์', 'พัทลุง')","('ศรีบรรพต', 'พัทลุง')"
2185,"('เมืองนครราชสีมา', 'นครราชสีมา')","('ปักธงชัย', 'นครราชสีมา')"
2186,"('เมืองนครราชสีมา', 'นครราชสีมา')","('สูงเนิน', 'นครราชสีมา')"
2187,"('เมืองนครราชสีมา', 'นครราชสีมา')","('โชคชัย', 'นครราชสีมา')"
2188,"('เมืองนครราชสีมา', 'นครราชสีมา')","('โนนไทย', 'นครราชสีมา')"
2189,"('เมืองนครราชสีมา', 'นครราชสีมา')","('โนนสูง', 'นครราชสีมา')"
2190,"('เมืองนครราชสีมา', 'นครราชสีมา')","('ขามทะเลสอ', 'นครราชสีมา')"
2191,"('เมืองนครราชสีมา', 'นครราชสีมา')","('เฉลิมพระเกียรติ', 'นครราชสีมา')"
2192,"('ครบุรี', 'นครราชสีมา')","('เมืองสระแก้ว', 'สระแก้ว')"
2193,"('ครบุรี', 'นครราชสีมา')","('วัฒนานคร', 'สระแก้ว')"
2194,"('ครบุรี', 'นครราชสีมา')","('นาดี', 'ปราจีนบุรี')"
2195,"('ครบุรี', 'นครราชสีมา')","('ปักธงชัย', 'นครราชสีมา')"
2196,"('ครบุรี', 'นครราชสีมา')","('เสิงสาง', 'นครราชสีมา')"
2197,"('ครบุรี', 'นครราชสีมา')","('โชคชัย', 'นครราชสีมา')"
2198,"('ครบุรี', 'นครราชสีมา')","('หนองบุญมาก', 'นครราชสีมา')"
2199,"('ครบุรี', 'นครราชสีมา')","('วังน้ำเขียว', 'นครราชสีมา')"
2200,"('ครบุรี', 'นครราชสีมา')","('หนองกี่', 'บุรีรัมย์')"
2201,"('ปักธงชัย', 'นครราชสีมา')","('เมืองนครราชสีมา', 'นครราชสีมา')"
2202,"('ปักธงชัย', 'นครราชสีมา')","('ครบุรี', 'นครราชสีมา')"
2203,"('ปักธงชัย', 'นครราชสีมา')","('สูงเนิน', 'นครราชสีมา')"
2204,"('ปักธงชัย', 'นครราชสีมา')","('โชคชัย', 'นครราชสีมา')"
2205,"('ปักธงชัย', 'นครราชสีมา')","('สีคิ้ว', 'นครราชสีมา')"
2206,"('ปักธงชัย', 'นครราชสีมา')","('ปากช่อง', 'นครราชสีมา')"
2207,"('ปักธงชัย', 'นครราชสีมา')","('วังน้ำเขียว', 'นครราชสีมา')"
2208,"('พิมาย', 'นครราชสีมา')","('ห้วยแถลง', 'นครราชสีมา')"
2209,"('พิมาย', 'นครราชสีมา')","('ชุมพวง', 'นครราชสีมา')"
2210,"('พิมาย', 'นครราชสีมา')","('คง', 'นครราชสีมา')"
2211,"('พิมาย', 'นครราชสีมา')","('จักราช', 'นครราชสีมา')"
2212,"('พิมาย', 'นครราชสีมา')","('โนนสูง', 'นครราชสีมา')"
2213,"('พิมาย', 'นครราชสีมา')","('ประทาย', 'นครราชสีมา')"
2214,"('พิมาย', 'นครราชสีมา')","('โนนแดง', 'นครราชสีมา')"
2215,"('ห้วยแถลง', 'นครราชสีมา')","('พิมาย', 'นครราชสีมา')"
2216,"('ห้วยแถลง', 'นครราชสีมา')","('ชุมพวง', 'นครราชสีมา')"
2217,"('ห้วยแถลง', 'นครราชสีมา')","('ลำปลายมาศ', 'บุรีรัมย์')"
2218,"('ห้วยแถลง', 'นครราชสีมา')","('จักราช', 'นครราชสีมา')"
2219,"('ห้วยแถลง', 'นครราชสีมา')","('หนองหงส์', 'บุรีรัมย์')"
2220,"('ชุมพวง', 'นครราชสีมา')","('พิมาย', 'นครราชสีมา')"
2221,"('ชุมพวง', 'นครราชสีมา')","('ห้วยแถลง', 'นครราชสีมา')"
2222,"('ชุมพวง', 'นครราชสีมา')","('ลำปลายมาศ', 'บุรีรัมย์')"
2223,"('ชุมพวง', 'นครราชสีมา')","('ประทาย', 'นครราชสีมา')"
2224,"('ชุมพวง', 'นครราชสีมา')","('เมืองยาง', 'นครราชสีมา')"
2225,"('ชุมพวง', 'นครราชสีมา')","('ลำทะเมนชัย', 'นครราชสีมา')"
2226,"('สูงเนิน', 'นครราชสีมา')","('เมืองนครราชสีมา', 'นครราชสีมา')"
2227,"('สูงเนิน', 'นครราชสีมา')","('ปักธงชัย', 'นครราชสีมา')"
2228,"('สูงเนิน', 'นครราชสีมา')","('ด่านขุนทด', 'นครราชสีมา')"
2229,"('สูงเนิน', 'นครราชสีมา')","('ขามทะเลสอ', 'นครราชสีมา')"
2230,"('สูงเนิน', 'นครราชสีมา')","('สีคิ้ว', 'นครราชสีมา')"
